Subject,Grade,QuestionText,Description,questionType,correctAnswer,difficultyLevel,dokLevel,standard,contentFocus,Competencies
English,Grade 5,"Correlative conjunctions like ""either...or"" come in pairs.",Correlative conjunctions.,TrueFalse,TRUE,130,1,CCSS.ELA-LITERACY.L.5.1,Correlative conjunctions,CCSS.ELA.CCR.L.1
English,Grade 5,In the passage the narrator describes the forest as quiet and dark. So the mood is calm and cheerful.,Inference about mood.,TrueFalse,FALSE,155,2,CCSS.ELA-LITERACY.RL.5.1,Inference and mood,CCSS.ELA.CCR.R.1
English,Grade 5,"The sentence ""The list includes apples oranges and bananas"" needs commas between items.",Commas in series.,TrueFalse,TRUE,128,1,CCSS.ELA-LITERACY.L.5.2,Commas in series,CCSS.ELA.CCR.L.2
English,Grade 5,An idiom is a phrase whose meaning is different from the literal meaning of the words.,Definition of idiom.,TrueFalse,TRUE,132,1,CCSS.ELA-LITERACY.L.5.5,Idioms,CCSS.ELA.CCR.L.5
English,Grade 5,"In ""After the game we went home"" the word ""After"" begins a dependent clause.",Dependent clause.,TrueFalse,TRUE,138,2,CCSS.ELA-LITERACY.L.5.1,Dependent clauses,CCSS.ELA.CCR.L.1
English,Grade 5,"The sentence ""Their going to the park"" has a spelling error that changes meaning.",Homophone their/there.,TrueFalse,TRUE,142,2,CCSS.ELA-LITERACY.L.5.2,Correct spelling,CCSS.ELA.CCR.L.2
English,Grade 5,Editing includes checking spelling punctuation and grammar.,Editing definition.,TrueFalse,TRUE,118,1,CCSS.ELA-LITERACY.W.5.5,Editing,CCSS.ELA.CCR.W.5
English,Grade 5,"The word ""disagree"" has a prefix that means ""not"" or ""opposite.""",Prefix meaning.,TrueFalse,TRUE,122,1,CCSS.ELA-LITERACY.L.5.4,Prefix meaning,CCSS.ELA.CCR.L.4
English,Grade 6,A pronoun must agree in number with its antecedent.,Pronoun-antecedent agreement.,TrueFalse,TRUE,125,1,CCSS.ELA-LITERACY.L.6.1,Pronoun agreement,CCSS.ELA.CCR.L.1
English,Grade 6,"In ""The data shows a trend"" the singular subject ""data"" can take a singular verb in formal use.",Subject-verb agreement.,TrueFalse,TRUE,145,2,CCSS.ELA-LITERACY.L.6.1,Subject-verb agreement,CCSS.ELA.CCR.L.1
English,Grade 6,"The author states ""Sales increased by 20%."" So the author is making a claim supported by data.",Identify claim in text.,TrueFalse,TRUE,150,2,CCSS.ELA-LITERACY.RI.6.1,Cite evidence,CCSS.ELA.CCR.R.1
English,Grade 6,Active voice means the subject performs the action.,Active voice.,TrueFalse,TRUE,120,1,CCSS.ELA-LITERACY.L.6.3,Active voice,CCSS.ELA.CCR.L.3
English,Grade 6,"The sentence ""She is older than me"" uses correct pronoun case after ""than.""",Pronoun case.,TrueFalse,FALSE,155,2,CCSS.ELA-LITERACY.L.6.1,Pronoun case,CCSS.ELA.CCR.L.1
English,Grade 6,A colon can introduce a list.,Use of colon.,TrueFalse,TRUE,118,1,CCSS.ELA-LITERACY.L.6.2,Colons,CCSS.ELA.CCR.L.2
English,Grade 6,In the story the character avoids conflict. So we can infer the character prefers peace.,Character inference.,TrueFalse,TRUE,152,2,CCSS.ELA-LITERACY.RL.6.1,Inference,CCSS.ELA.CCR.R.1
English,Grade 6,A thesis statement should state the main point of an essay.,Thesis statement.,TrueFalse,TRUE,132,1,CCSS.ELA-LITERACY.W.6.2,Thesis statement,CCSS.ELA.CCR.W.2
English,Grade 6,"The word ""benevolent"" in ""a benevolent ruler"" likely means kind or generous.",Context clues.,TrueFalse,TRUE,142,2,CCSS.ELA-LITERACY.L.6.4,Context clues,CCSS.ELA.CCR.L.4
English,Grade 7,A modifier should be placed next to the word it modifies.,Misplaced modifier.,TrueFalse,TRUE,130,1,CCSS.ELA-LITERACY.L.7.1,Modifier placement,CCSS.ELA.CCR.L.1
English,Grade 7,"In ""Neither the teacher nor the students were ready"" the verb agrees with the closer subject.",Subject-verb agreement.,TrueFalse,TRUE,145,2,CCSS.ELA-LITERACY.L.7.1,Subject-verb agreement,CCSS.ELA.CCR.L.1
English,Grade 7,The author compares the city to a beehive. So the author is using a simile.,Identify figurative language.,TrueFalse,TRUE,148,2,CCSS.ELA-LITERACY.RL.7.4,Figurative language,CCSS.ELA.CCR.R.4
English,Grade 7,A semicolon can join two closely related independent clauses.,Semicolon use.,TrueFalse,TRUE,125,1,CCSS.ELA-LITERACY.L.7.2,Semicolons,CCSS.ELA.CCR.L.2
English,Grade 7,"The sentence ""The reason is because"" is redundant.",Word choice.,TrueFalse,TRUE,138,2,CCSS.ELA-LITERACY.L.7.3,Concision,CCSS.ELA.CCR.L.3
English,Grade 7,In the argument the author gives two reasons and then a conclusion. So the structure is logical.,Argument structure.,TrueFalse,TRUE,155,2,CCSS.ELA-LITERACY.RI.7.8,Argument structure,CCSS.ELA.CCR.R.8
English,Grade 7,"Using ""they"" as a singular pronoun for a known person is accepted in modern usage.",Pronoun usage.,TrueFalse,TRUE,142,1,CCSS.ELA-LITERACY.L.7.1,Pronoun usage,CCSS.ELA.CCR.L.1
English,Grade 7,A counterclaim presents an opposing view in an argument.,Counterclaim definition.,TrueFalse,TRUE,135,1,CCSS.ELA-LITERACY.W.7.1,Counterclaim,CCSS.ELA.CCR.W.1
English,Grade 7,"The word ""audacious"" in ""an audacious plan"" likely means bold or daring.",Context clues.,TrueFalse,TRUE,150,2,CCSS.ELA-LITERACY.L.7.4,Context clues,CCSS.ELA.CCR.L.4
English,Grade 8,A verb in the subjunctive mood can express a wish or condition contrary to fact.,Subjunctive mood.,TrueFalse,TRUE,155,2,CCSS.ELA-LITERACY.L.8.1,Verb mood,CCSS.ELA.CCR.L.1
English,Grade 8,"In ""If I were you I would go"" the verb ""were"" is correct in formal English.",Subjunctive.,TrueFalse,TRUE,150,2,CCSS.ELA-LITERACY.L.8.1,Subjunctive mood,CCSS.ELA.CCR.L.1
English,Grade 8,The author uses a first-person narrator. So the reader sees only that character's thoughts.,Point of view.,TrueFalse,TRUE,158,2,CCSS.ELA-LITERACY.RL.8.6,Point of view,CCSS.ELA.CCR.R.6
English,Grade 8,An ellipsis can show that words were omitted from a quotation.,Ellipsis use.,TrueFalse,TRUE,132,1,CCSS.ELA-LITERACY.L.8.2,Punctuation,CCSS.ELA.CCR.L.2
English,Grade 8,"The sentence ""Each of the students has their book"" may be revised for formal agreement.",Pronoun agreement.,TrueFalse,TRUE,160,2,CCSS.ELA-LITERACY.L.8.1,Pronoun-antecedent,CCSS.ELA.CCR.L.1
English,Grade 8,In the passage the author appeals to logic by citing statistics. So this is an appeal to ethos.,Rhetorical appeal.,TrueFalse,FALSE,168,2,CCSS.ELA-LITERACY.RI.8.8,Rhetorical appeals,CCSS.ELA.CCR.R.8
English,Grade 8,"The word ""ambiguous"" means unclear or having more than one meaning.",Vocabulary.,TrueFalse,TRUE,128,1,CCSS.ELA-LITERACY.L.8.4,Vocabulary,CCSS.ELA.CCR.L.4
English,Grade 8,A strong conclusion restates the main idea and leaves a final thought.,Conclusion paragraph.,TrueFalse,TRUE,138,1,CCSS.ELA-LITERACY.W.8.2,Conclusion,CCSS.ELA.CCR.W.2
English,Grade 8,"The phrase ""due to the fact that"" can often be replaced with ""because.""",Word choice and concision.,TrueFalse,TRUE,145,2,CCSS.ELA-LITERACY.L.8.3,Concision,CCSS.ELA.CCR.L.3
English,Grade 9,"In ""The team are playing well"" British usage allows a collective noun with a plural verb.",Grammar variation.,TrueFalse,TRUE,165,2,CCSS.ELA-LITERACY.L.9-10.1,Grammar and usage,CCSS.ELA.CCR.L.1
English,Grade 9,The author uses dark imagery in the opening. So the tone is likely serious or somber.,Tone and imagery.,TrueFalse,TRUE,170,2,CCSS.ELA-LITERACY.RL.9-10.4,Tone and word choice,CCSS.ELA.CCR.R.4
English,Grade 9,A dash can set off an abrupt break or emphasis in a sentence.,Dash use.,TrueFalse,TRUE,140,1,CCSS.ELA-LITERACY.L.9-10.2,Dashes,CCSS.ELA.CCR.L.2
English,Grade 9,"The sentence ""Neither of the options are suitable"" has a subject-verb agreement error in formal writing.",Subject-verb agreement.,TrueFalse,TRUE,158,2,CCSS.ELA-LITERACY.L.9-10.1,Subject-verb agreement,CCSS.ELA.CCR.L.1
English,Grade 9,In the argument the author refutes the opposing view. So the author is addressing a counterclaim.,Counterclaim and refutation.,TrueFalse,TRUE,175,2,CCSS.ELA-LITERACY.RI.9-10.8,Argument and counterclaim,CCSS.ELA.CCR.R.8
English,Grade 9,"The word ""pragmatic"" in ""a pragmatic approach"" means practical.",Vocabulary in context.,TrueFalse,TRUE,152,2,CCSS.ELA-LITERACY.L.9-10.4,Vocabulary,CCSS.ELA.CCR.L.4
English,Grade 9,Claims in an essay should be supported by evidence from the text or research.,Evidence for claims.,TrueFalse,TRUE,148,1,CCSS.ELA-LITERACY.W.9-10.1,Support claims,CCSS.ELA.CCR.W.1
English,Grade 9,Parallel structure means using the same grammatical form for items in a series.,Parallel structure.,TrueFalse,TRUE,155,1,CCSS.ELA-LITERACY.L.9-10.1,Parallel structure,CCSS.ELA.CCR.L.1
English,Grade 9,"The phrase ""in order to"" can often be shortened to ""to.""",Concision.,TrueFalse,TRUE,162,2,CCSS.ELA-LITERACY.L.9-10.3,Concision,CCSS.ELA.CCR.L.3
English,Grade 10,"Who is used for subjects and """"whom"""" for objects in formal English.",Who vs whom.,TrueFalse,TRUE,155,1,CCSS.ELA-LITERACY.L.9-10.1,Pronoun case,CCSS.ELA.CCR.L.1
English,Grade 10,The author shifts from past to present tense to create immediacy. So the shift is intentional.,Author's craft.,TrueFalse,TRUE,178,2,CCSS.ELA-LITERACY.RL.9-10.5,Structure and style,CCSS.ELA.CCR.R.5
English,Grade 10,A comma splice joins two independent clauses with only a comma.,Comma splice.,TrueFalse,TRUE,145,1,CCSS.ELA-LITERACY.L.9-10.2,Comma splice,CCSS.ELA.CCR.L.2
English,Grade 10,"In ""The data suggest a trend"" the verb ""suggest"" agrees with the collective noun ""data.""",Subject-verb agreement.,TrueFalse,TRUE,168,2,CCSS.ELA-LITERACY.L.9-10.1,Subject-verb agreement,CCSS.ELA.CCR.L.1
English,Grade 10,The source is from a university. So it is likely credible for academic writing.,Evaluate source credibility.,TrueFalse,TRUE,182,2,CCSS.ELA-LITERACY.RI.9-10.8,Source credibility,CCSS.ELA.CCR.R.8
English,Grade 10,"The word ""ubiquitous"" means rare or uncommon.",Vocabulary.,TrueFalse,FALSE,160,1,CCSS.ELA-LITERACY.L.9-10.4,Vocabulary,CCSS.ELA.CCR.L.4
English,Grade 10,A works cited list gives full publication details for sources used.,Works cited.,TrueFalse,TRUE,138,1,CCSS.ELA-LITERACY.W.9-10.8,Research and citation,CCSS.ELA.CCR.W.8
English,Grade 10,The author uses irony when the character says the opposite of what is meant.,Irony.,TrueFalse,TRUE,175,2,CCSS.ELA-LITERACY.RL.9-10.4,Literary devices,CCSS.ELA.CCR.R.4
English,Grade 10,Avoiding plagiarism means giving credit when you use someone else's ideas or words.,Plagiarism.,TrueFalse,TRUE,150,1,CCSS.ELA-LITERACY.W.9-10.8,Plagiarism,CCSS.ELA.CCR.W.8
English,Grade 11,"The subjunctive ""I suggest that he go"" is correct in formal English.",Subjunctive.,TrueFalse,TRUE,165,2,CCSS.ELA-LITERACY.L.11-12.1,Subjunctive,CCSS.ELA.CCR.L.1
English,Grade 11,The author alludes to a famous historical event. So the reader needs context to fully understand.,Allusion.,TrueFalse,TRUE,185,2,CCSS.ELA-LITERACY.RL.11-12.4,Allusion,CCSS.ELA.CCR.R.4
English,Grade 11,A restrictive clause is not set off by commas because it is essential to the meaning.,Restrictive vs nonrestrictive.,TrueFalse,TRUE,158,1,CCSS.ELA-LITERACY.L.11-12.2,Restrictive clause,CCSS.ELA.CCR.L.2
English,Grade 11,In the satire the author exaggerates flaws to criticize society.,Satire.,TrueFalse,TRUE,178,2,CCSS.ELA-LITERACY.RL.11-12.6,Author's purpose,CCSS.ELA.CCR.R.6
English,Grade 11,"The sentence ""The committee has issued their report"" may be revised to avoid a pronoun agreement issue.",Pronoun agreement.,TrueFalse,TRUE,172,2,CCSS.ELA-LITERACY.L.11-12.1,Pronoun-antecedent,CCSS.ELA.CCR.L.1
English,Grade 11,"The word ""paradigm"" often means a model or framework.",Vocabulary.,TrueFalse,TRUE,162,1,CCSS.ELA-LITERACY.L.11-12.4,Vocabulary,CCSS.ELA.CCR.L.4
English,Grade 11,A synthesis essay combines ideas from multiple sources into a coherent argument.,Synthesis.,TrueFalse,TRUE,168,1,CCSS.ELA-LITERACY.W.11-12.8,Research and synthesis,CCSS.ELA.CCR.W.8
English,Grade 11,The author uses a periodic sentence to create emphasis by delaying the main idea.,Sentence variety.,TrueFalse,TRUE,188,2,CCSS.ELA-LITERACY.RL.11-12.5,Sentence structure,CCSS.ELA.CCR.R.5
English,Grade 11,"The phrase ""at this point in time"" can be replaced with ""now.""",Concision.,TrueFalse,TRUE,175,2,CCSS.ELA-LITERACY.L.11-12.3,Concision,CCSS.ELA.CCR.L.3
English,Grade 12,The passive voice is appropriate when the doer of the action is unknown or less important.,Passive voice use.,TrueFalse,TRUE,170,2,CCSS.ELA-LITERACY.L.11-12.3,Passive voice,CCSS.ELA.CCR.L.3
English,Grade 12,The author uses stream of consciousness. So the narrative follows the character's thoughts closely.,Narrative technique.,TrueFalse,TRUE,195,2,CCSS.ELA-LITERACY.RL.11-12.5,Narrative technique,CCSS.ELA.CCR.R.5
English,Grade 12,An apostrophe is used to form the possessive of a plural noun ending in s.,Possessive apostrophe.,TrueFalse,TRUE,155,1,CCSS.ELA-LITERACY.L.11-12.2,Apostrophes,CCSS.ELA.CCR.L.2
English,Grade 12,"In academic writing hedging language (e.g. ""may"" ""suggest"") can show appropriate caution.",Academic style.,TrueFalse,TRUE,182,2,CCSS.ELA-LITERACY.W.11-12.2,Academic writing,CCSS.ELA.CCR.W.2
English,Grade 12,The author appeals to pathos by describing emotional experiences.,Rhetorical appeal.,TrueFalse,TRUE,188,2,CCSS.ELA-LITERACY.RI.11-12.6,Rhetorical analysis,CCSS.ELA.CCR.R.6
English,Grade 12,"The word ""equivocate"" means to be vague or avoid commitment.",Vocabulary.,TrueFalse,TRUE,168,1,CCSS.ELA-LITERACY.L.11-12.4,Vocabulary,CCSS.ELA.CCR.L.4
English,Grade 12,A primary source is a first-hand account or original document.,Primary vs secondary source.,TrueFalse,TRUE,160,1,CCSS.ELA-LITERACY.W.11-12.8,Source types,CCSS.ELA.CCR.W.8
English,Grade 12,The conclusion introduces new evidence that was not in the body.,Conclusion paragraph.,TrueFalse,FALSE,178,2,CCSS.ELA-LITERACY.W.11-12.2,Conclusion,CCSS.ELA.CCR.W.2
English,Grade 12,Varying sentence length can improve the rhythm and clarity of prose.,Style and sentence variety.,TrueFalse,TRUE,175,2,CCSS.ELA-LITERACY.L.11-12.3,Sentence variety,CCSS.ELA.CCR.L.3
Maths,Grade 1,3 + 4 equals 7.,Basic addition fact.,TrueFalse,TRUE,100,1,CCSS.MATH.CONTENT.1.OA.A.1,Addition within 20,CCSS.MATH.MP.2 CCSS.MATH.DOM.OA
Maths,Grade 1,5 is greater than 8.,Comparing numbers.,TrueFalse,FALSE,105,1,CCSS.MATH.CONTENT.1.NBT.B.3,Compare two-digit numbers,CCSS.MATH.MP.6 CCSS.MATH.DOM.NBT
Maths,Grade 1,When you add zero to a number the number stays the same.,Property of zero.,TrueFalse,TRUE,108,1,CCSS.MATH.CONTENT.1.OA.B.3,Properties of addition,CCSS.MATH.MP.7 CCSS.MATH.DOM.OA
Maths,Grade 1,10 can be written as one ten and zero ones.,Place value.,TrueFalse,TRUE,102,1,CCSS.MATH.CONTENT.1.NBT.B.2,Place value tens and ones,CCSS.MATH.MP.4 CCSS.MATH.DOM.NBT
Maths,Grade 1,A square has 4 sides.,Shape attribute.,TrueFalse,TRUE,100,1,CCSS.MATH.CONTENT.1.G.A.1,Shape attributes,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 1,2 + 3 is the same as 3 + 2.,Commutative property.,TrueFalse,TRUE,115,2,CCSS.MATH.CONTENT.1.OA.B.3,Commutative property of addition,CCSS.MATH.MP.3 CCSS.MATH.DOM.OA
Maths,Grade 1,The number 7 is less than 5.,Comparing numbers.,TrueFalse,FALSE,108,1,CCSS.MATH.CONTENT.1.NBT.B.3,Compare numbers,CCSS.MATH.MP.6 CCSS.MATH.DOM.NBT
Maths,Grade 1,A triangle has 3 corners.,Shape attribute.,TrueFalse,TRUE,102,1,CCSS.MATH.CONTENT.1.G.A.1,Shape attributes,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 1,If you have 5 objects and add 0 more you still have 5.,Conceptual claim about zero.,TrueFalse,TRUE,118,2,CCSS.MATH.CONTENT.1.OA.A.1,Addition and identity,CCSS.MATH.MP.2 CCSS.MATH.DOM.OA
Maths,Grade 2,25 + 13 equals 38.,Two-digit addition.,TrueFalse,TRUE,110,1,CCSS.MATH.CONTENT.2.NBT.B.5,Fluently add within 100,CCSS.MATH.MP.2 CCSS.MATH.DOM.NBT
Maths,Grade 2,100 is the same as 10 tens.,Place value.,TrueFalse,TRUE,105,1,CCSS.MATH.CONTENT.2.NBT.A.1,Place value hundreds,CCSS.MATH.MP.7 CCSS.MATH.DOM.NBT
Maths,Grade 2,Half of 8 is 3.,Simple fraction.,TrueFalse,FALSE,115,1,CCSS.MATH.CONTENT.2.G.A.3,Partition circles and rectangles,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 2,When you subtract 0 from a number the number stays the same.,Property of subtraction.,TrueFalse,TRUE,108,1,CCSS.MATH.CONTENT.2.OA.B.2,Subtraction facts,CCSS.MATH.MP.7 CCSS.MATH.DOM.OA
Maths,Grade 2,The length of 3 unit cubes in a row is 3 units.,Length measurement.,TrueFalse,TRUE,112,1,CCSS.MATH.CONTENT.2.MD.A.1,Measure length by units,CCSS.MATH.MP.4 CCSS.MATH.DOM.MD
Maths,Grade 2,67 is greater than 76.,Comparing two-digit numbers.,TrueFalse,FALSE,118,1,CCSS.MATH.CONTENT.2.NBT.A.4,Compare two three-digit numbers,CCSS.MATH.MP.6 CCSS.MATH.DOM.NBT
Maths,Grade 2,Adding 10 to 45 gives 55.,Mental math add 10.,TrueFalse,TRUE,108,1,CCSS.MATH.CONTENT.2.NBT.B.8,Mentally add 10 or 100,CCSS.MATH.MP.2 CCSS.MATH.DOM.NBT
Maths,Grade 2,The order in which you add two numbers does not change the sum.,Commutative property reasoning.,TrueFalse,TRUE,122,2,CCSS.MATH.CONTENT.2.OA.B.2,Commutative property,CCSS.MATH.MP.3 CCSS.MATH.DOM.OA
Maths,Grade 2,A rectangle has 4 equal sides.,Rectangle attributes.,TrueFalse,FALSE,120,1,CCSS.MATH.CONTENT.2.G.A.1,Shape attributes,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 3,7 × 4 equals 28.,Multiplication fact.,TrueFalse,TRUE,115,1,CCSS.MATH.CONTENT.3.OA.A.1,Interpret products,CCSS.MATH.MP.2 CCSS.MATH.DOM.OA
Maths,Grade 3,One half is greater than one third.,Compare fractions same numerator.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.3.NF.A.3,Compare fractions,CCSS.MATH.MP.6 CCSS.MATH.DOM.NF
Maths,Grade 3,348 rounded to the nearest ten is 350.,Round to nearest ten.,TrueFalse,TRUE,118,1,CCSS.MATH.CONTENT.3.NBT.A.1,Round to nearest 10 or 100,CCSS.MATH.MP.6 CCSS.MATH.DOM.NBT
Maths,Grade 3,6 ÷ 2 equals 4.,Division fact.,TrueFalse,FALSE,112,1,CCSS.MATH.CONTENT.3.OA.A.2,Interpret whole-number quotients,CCSS.MATH.MP.2 CCSS.MATH.DOM.OA
Maths,Grade 3,A square is a special kind of rectangle.,Relationship between shapes.,TrueFalse,TRUE,130,2,CCSS.MATH.CONTENT.3.G.A.1,Shape categories,CCSS.MATH.MP.3 CCSS.MATH.DOM.G
Maths,Grade 3,The area of a rectangle 4 units by 3 units is 12 square units.,Area formula.,TrueFalse,TRUE,120,1,CCSS.MATH.CONTENT.3.MD.C.7,Area of rectangle,CCSS.MATH.MP.4 CCSS.MATH.DOM.MD
