Subject,Grade,QuestionText,Description,questionType,leftItems,rightItems,correctPairs,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 2,Match each time to the clock.,Match time to half hour.,Matching,"3:00,3:30,6:00,6:30","half past 6,3 o'clock,half past 3,6 o'clock","0-1,1-2,2-3,3-0",198,1,CCSS.MATH.CONTENT.2.MD.C.7,time,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 2,Match each array to the multiplication.,Match arrays to facts.,Matching,"2×5,5×2,4×3,3×4","10,10,12,12","0-1,1-0,2-3,3-2",200,2,CCSS.MATH.CONTENT.2.OA.C.4,arrays,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 2,Match each fraction to the shaded part.,Match half or whole.,Matching,"1/2,1/2,1,1","half shaded,half circle,whole,whole square","0-1,1-0,2-3,3-2",178,1,CCSS.MATH.CONTENT.2.G.A.3,fractions,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 2,Match each sum to the addends.,Match addends to sum.,Matching,"8+7,9+6,5+10,4+11","15,15,15,15","0-2,1-0,2-3,3-1",180,1,CCSS.MATH.CONTENT.2.OA.B.2,addition,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each fraction to its equivalent.,Match equivalent fractions.,Matching,"1/2,1/3,1/4,2/4","2/6,1/2,2/4,2/8","0-1,1-3,2-0,3-2",205,2,CCSS.MATH.CONTENT.3.NF.A.3,equivalents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 3,Match each number to multiple or factor.,Match multiples of 5.,Matching,"15,20,25,30","multiple of 5,multiple of 5,multiple of 5,multiple of 5","0-2,1-0,2-3,3-1",208,1,CCSS.MATH.CONTENT.3.OA.A.1,multiples,"CCSS.MATH.MP.8, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each shape to its area.,Match area in square units.,Matching,"3×4,6×2,4×4,2×8","16,12,12,16","0-1,1-0,2-2,3-3",212,2,CCSS.MATH.CONTENT.3.MD.C.7,area,"CCSS.MATH.MP.4, CCSS.MATH.DOM.MD"
Maths,Grade 3,Match each expression to the array. {math_match_g3_array.png},Match the four expressions to the four arrays in the image.,Matching,"4×5,5×4,20,4+4+4+4+4","array C,array A,array D,array B","0-1,1-0,2-3,3-2",215,2,CCSS.MATH.CONTENT.3.OA.A.1,arrays,"CCSS.MATH.MP.5, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each number to factor of 24.,Match factors.,Matching,"6,8,12,4","factor,factor,factor,factor","0-2,1-0,2-3,3-1",218,2,CCSS.MATH.CONTENT.3.OA.B.5,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each shape to its perimeter.,Match perimeter.,Matching,"4×4 square,3+3+4+4,2×8,5+5+3+3","14,16,16,16","0-1,1-0,2-2,3-3",220,2,CCSS.MATH.CONTENT.3.MD.D.8,perimeter,"CCSS.MATH.MP.2, CCSS.MATH.DOM.MD"
Maths,Grade 3,Match each equation to true or false.,Match number sentences.,Matching,"7×8=56,9×6=54,4×9=36,6×7=42","true,true,true,true","0-2,1-0,2-3,3-1",222,1,CCSS.MATH.CONTENT.3.OA.C.7,equations,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each fraction to the number line position.,Match fractions on number line.,Matching,"1/2,1/4,3/4,1","0 to 1,0 to 1,0 to 1,0 to 1","0-1,1-0,2-3,3-2",225,1,CCSS.MATH.CONTENT.3.NF.A.2,number line,"CCSS.MATH.MP.5, CCSS.MATH.DOM.NF"
Maths,Grade 3,Match each shape to quadrilateral or not.,Match shape types.,Matching,"square,rectangle,triangle,rhombus","not quad,quad,quad,quad","0-1,1-0,2-2,3-3",228,1,CCSS.MATH.CONTENT.3.G.A.1,quadrilaterals,"CCSS.MATH.MP.7, CCSS.MATH.DOM.G"
Maths,Grade 4,Match each decimal to the fraction.,Match decimals and fractions.,Matching,"0.5,0.25,0.75,0.1","1/10,1/2,3/4,1/4","0-1,1-3,2-2,3-0",232,2,CCSS.MATH.CONTENT.4.NF.C.6,decimals,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 4,Match each number to prime or composite.,Match prime and composite.,Matching,"2,4,5,6","composite,prime,composite,prime","0-1,1-0,2-3,3-2",235,2,CCSS.MATH.CONTENT.4.OA.B.4,prime,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Match each angle type to its measure.,Match angle types.,Matching,"acute,right,obtuse,straight","90°,less than 90°,180°,greater than 90°","0-1,1-0,2-3,3-2",238,1,CCSS.MATH.CONTENT.4.MD.C.5,angles,"CCSS.MATH.MP.5, CCSS.MATH.DOM.MD"
Maths,Grade 4,Match each fraction to 3/4 equivalent.,Match equivalent to 3/4.,Matching,"6/8,9/12,75/100,2/3","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",242,2,CCSS.MATH.CONTENT.4.NF.A.1,equivalents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 4,From the diagram match each length. {math_match_g4_diag.png},Match the four labels to the four lengths in the diagram.,Matching,"side A,side B,side C,side D","length 2,length 4,length 1,length 3","0-2,1-0,2-3,3-1",245,2,CCSS.MATH.CONTENT.4.G.A.1,geometry,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 4,Match each factor pair to the product.,Match factor pairs.,Matching,"6×6,7×6,8×5,9×4","42,40,36,36","0-2,1-3,2-0,3-1",248,2,CCSS.MATH.CONTENT.4.OA.B.4,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Match each unit to the type of measurement.,Match measurement.,Matching,"meter,liter,gram,second","mass,time,length,volume","0-2,1-3,2-0,3-1",250,1,CCSS.MATH.CONTENT.4.MD.A.1,units,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 4,Match each expression to its value.,Match multiplication comparison.,Matching,"2×6,3×4,12,4+4+4","12,12,12,12","0-2,1-0,2-3,3-1",252,1,CCSS.MATH.CONTENT.4.OA.A.1,expressions,"CCSS.MATH.MP.2, CCSS.MATH.DOM.OA"
Maths,Grade 4,Match each shape to its lines.,Match parallel and perpendicular.,Matching,"square,rectangle,trapezoid,triangle","2 pairs parallel,2 pairs parallel,1 pair parallel,none","0-1,1-0,2-2,3-3",255,1,CCSS.MATH.CONTENT.4.G.A.2,lines,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,Match each fraction to its decimal.,Match fractions and decimals.,Matching,"1/2,1/4,3/4,1/5","0.25,0.5,0.75,0.2","0-1,1-0,2-2,3-3",262,2,CCSS.MATH.CONTENT.5.NF.A.1,fractions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Match each expression to 1.,Match expressions equal to 1.,Matching,"4/4,0.5+0.5,2/3+1/3,1/2+1/2","1,1,1,1","0-2,1-0,2-3,3-1",265,2,CCSS.MATH.CONTENT.5.NF.A.1,equivalence,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Match each shape to parallel sides or not.,Match 2D attributes.,Matching,"square,rectangle,trapezoid,equilateral triangle","yes,yes,yes,no","0-1,1-0,2-2,3-3",268,1,CCSS.MATH.CONTENT.5.G.B.3,attributes,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,Match each point to the coordinate. {math_match_g5_grid.png},Match the four points to the four coordinates in the image.,Matching,"point A,point B,point C,point D","(3,2),(1,4),(4,1),(2,3)","0-2,1-3,2-0,3-1",270,2,CCSS.MATH.CONTENT.5.G.A.1,coordinate plane,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,Match each multiplication to the product.,Match fraction times whole.,Matching,"1/2×4,3×1/4,2/5×10,1/3×6","2,4,3/4,4","0-0,1-2,2-3,3-1",272,2,CCSS.MATH.CONTENT.5.NF.B.4,fraction multiply,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Match each prism to its volume.,Match volume.,Matching,"2×3×4,6×2×2,5×5×1,8×3×1","25,24,24,24","0-2,1-0,2-3,3-1",275,2,CCSS.MATH.CONTENT.5.MD.C.5,volume,"CCSS.MATH.MP.4, CCSS.MATH.DOM.MD"
Maths,Grade 5,Match each expression to 20.,Match equivalent to 20.,Matching,"4×5,2×10,100÷5,15+5","20,20,20,20","0-2,1-0,2-3,3-1",278,1,CCSS.MATH.CONTENT.5.OA.A.1,expressions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 5,Match each metric unit to what it measures.,Match metric units.,Matching,"meter,kilogram,liter,Celsius","mass,length,temperature,volume","0-1,1-0,2-3,3-2",280,1,CCSS.MATH.CONTENT.5.MD.A.1,metric,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 5,Match each percent to the fraction.,Match percent and fraction.,Matching,"50%,25%,75%,10%","1/4,1/2,3/4,1/10","0-1,1-0,2-2,3-3",282,2,CCSS.MATH.CONTENT.5.NBT.A.3,percent,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NBT"
Maths,Grade 6,Match each ratio to its equivalent.,Match equivalent ratios.,Matching,"2:3,4:6,6:9,1:2","2:4,2:3,2:3,2:3","0-1,1-0,2-3,3-2",288,2,CCSS.MATH.CONTENT.6.RP.A.3,ratios,"CCSS.MATH.MP.2, CCSS.MATH.DOM.RP"
Maths,Grade 6,Match each number to positive negative or zero.,Match integers.,Matching,"-3,0,5,-1/2","zero,negative,positive,negative","0-1,1-0,2-2,3-3",290,1,CCSS.MATH.CONTENT.6.NS.C.5,integers,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 6,Match each inequality to the solution.,Match inequalities.,Matching,"x+5>10,x+3<8,x-2≥4,x≤5","x≥6,x≤5,x>5,x<5","0-2,1-3,2-0,3-1",292,2,CCSS.MATH.CONTENT.6.EE.B.8,inequalities,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 6,Match each expression to 3x when x=2.,Match expressions.,Matching,"6,x+x+x,3×2,2+3","5,6,6,6","0-1,1-2,2-3,3-0",295,2,CCSS.MATH.CONTENT.6.EE.A.2,expressions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.EE"
Maths,Grade 6,From the graph match each statement. {math_match_g6_graph.png},Match the four statements to the four parts of the graph.,Matching,"statement A,statement B,statement C,statement D","part 2,part 4,part 1,part 3","0-2,1-0,2-3,3-1",298,2,CCSS.MATH.CONTENT.6.SP.B.5,data,"CCSS.MATH.MP.4, CCSS.MATH.DOM.SP"
Maths,Grade 6,Match each number to factor of 48.,Match factors.,Matching,"6,8,12,16","not factor,factor,factor,factor","0-1,1-2,2-3,3-0",300,2,CCSS.MATH.CONTENT.6.NS.B.4,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NS"
Maths,Grade 6,Match each triangle to area 12.,Match area of triangle.,Matching,"base 6 height 4,base 8 height 3,base 5 height 5,base 4 height 6","12.5,12,12,12","0-2,1-0,2-3,3-1",302,2,CCSS.MATH.CONTENT.6.G.A.1,area,"CCSS.MATH.MP.4, CCSS.MATH.DOM.G"
Maths,Grade 6,Match each representation to 1/4.,Match equivalent forms.,Matching,"0.25,25%,1/4,2/8","1/4,1/4,1/4,1/4","0-2,1-0,2-3,3-1",305,2,CCSS.MATH.CONTENT.6.RP.A.3,equivalents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 7,Match each expression to -(-5).,Match equivalent expressions.,Matching,"+5,5,-5,0-(-5)","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",312,1,CCSS.MATH.CONTENT.7.NS.A.1,rationals,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 7,Match each equation to its solution.,Match solve equations.,Matching,"2x+1=9,3x-2=7,x/2=5,4x=20","x=10,x=3,x=5,x=5","0-1,1-2,2-3,3-0",315,2,CCSS.MATH.CONTENT.7.EE.B.4,equations,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 7,Match each ratio to proportional.,Match proportional.,Matching,"6:8,9:12,12:16,5:6","not,proportional,proportional,proportional","0-1,1-2,2-3,3-0",318,2,CCSS.MATH.CONTENT.7.RP.A.2,proportional,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 7,Match each event to its probability.,Match probability.,Matching,"heads on coin,1 on die,even on die,red from 2R 2B","1/6,1/2,1/2,1/2","0-1,1-0,2-2,3-3",320,2,CCSS.MATH.CONTENT.7.SP.C.7,probability,"CCSS.MATH.MP.2, CCSS.MATH.DOM.SP"
Maths,Grade 7,Match each angle pair to supplementary or not. {math_match_g7_angles.png},Match the four angle pairs to supplementary in the diagram.,Matching,"pair A,pair B,pair C,pair D","yes,no,yes,no","0-1,1-0,2-3,3-2",322,2,CCSS.MATH.CONTENT.7.G.B.5,angles,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 7,Match each expression to 5x.,Match equivalent to 5x.,Matching,"2x+3x,x+4x,10x-5x,6x-x","5x,5x,5x,5x","0-2,1-0,2-3,3-1",325,1,CCSS.MATH.CONTENT.7.EE.A.1,combine terms,"CCSS.MATH.MP.7, CCSS.MATH.DOM.EE"
Maths,Grade 7,Match each percent to 30% of 80.,Match percent problems.,Matching,"24,0.3×80,3/10×80,30×80","incorrect,correct,correct,correct","0-1,1-2,2-3,3-0",328,2,CCSS.MATH.CONTENT.7.RP.A.3,percent,"CCSS.MATH.MP.2, CCSS.MATH.DOM.RP"
Maths,Grade 7,Match each formula to area or perimeter.,Match area formulas.,Matching,"length×width,1/2 base×height,πr²,2πr","perimeter,area,area,area","0-1,1-2,2-3,3-0",330,2,CCSS.MATH.CONTENT.7.G.B.6,formulas,"CCSS.MATH.MP.4, CCSS.MATH.DOM.G"
Maths,Grade 7,Match each number to rational or irrational.,Match number types.,Matching,"1/2,-3,0.5,√2","irrational,rational,rational,rational","0-1,1-2,2-3,3-0",332,2,CCSS.MATH.CONTENT.7.NS.A.2,rationals,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 8,Match each expression to 2³.,Match integer exponents.,Matching,"8,2×2×2,4×2,2+2+2","not,equivalent,equivalent,not","0-1,1-2,2-3,3-0",338,1,CCSS.MATH.CONTENT.8.EE.A.1,exponents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.EE"
Maths,Grade 8,Match each equation to its solutions.,Match square roots.,Matching,"x²=16,x²=4,x²=0,x²=-1","no real,±4,±2,0","0-1,1-2,2-3,3-0",340,2,CCSS.MATH.CONTENT.8.EE.A.2,equations,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 8,Match each relation to function or not.,Match functions.,Matching,"each input one output,vertical line test passes,y=2x,x²+y²=1","not,function,function,function","0-1,1-2,2-3,3-0",342,2,CCSS.MATH.CONTENT.8.F.A.1,functions,"CCSS.MATH.MP.7, CCSS.MATH.DOM.F"
Maths,Grade 8,Match each equation to slope 2.,Match slope.,Matching,"y=2x+1,y=2x-3,y=-2x,x/2+y=1","not,slope 2,slope 2,not","0-1,1-2,2-3,3-0",345,2,CCSS.MATH.CONTENT.8.EE.B.6,slope,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 8,From the scatter plot match each conclusion. {math_match_g8_scatter.png},Match the four conclusions to the scatter plot in the image.,Matching,"conclusion A,conclusion B,conclusion C,conclusion D","invalid,valid,invalid,valid","0-1,1-0,2-3,3-2",348,2,CCSS.MATH.CONTENT.8.SP.A.1,scatter,"CCSS.MATH.MP.4, CCSS.MATH.DOM.SP"
Maths,Grade 8,Match each triple to Pythagorean.,Match Pythagorean triples.,Matching,"3-4-5,5-12-13,4-5-6,6-8-10","no,yes,yes,yes","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.8.G.B.7,Pythagorean,"CCSS.MATH.MP.2, CCSS.MATH.DOM.G"
Maths,Grade 8,Match each number to rational or irrational.,Match irrational.,Matching,"√2,π,0.5,1/3","rational,rational,irrational,irrational","0-2,1-3,2-0,3-1",335,2,CCSS.MATH.CONTENT.8.NS.A.1,irrational,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NS"
Maths,Grade 8,Match each transformation to rigid or not.,Match transformations.,Matching,"translation,rotation,reflection,dilation","not rigid,rigid,rigid,rigid","0-1,1-2,2-3,3-0",332,2,CCSS.MATH.CONTENT.8.G.A.1,transformations,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 8,Match each equation to linear or not.,Match linear.,Matching,"y=3x,y=x²,y-2=4(x-1),xy=10","not,linear,not,linear","0-1,1-0,2-3,3-2",328,2,CCSS.MATH.CONTENT.8.F.B.4,linear,"CCSS.MATH.MP.4, CCSS.MATH.DOM.F"
Maths,Grade 9,Match each expression to (x+2)(x-2).,Match equivalent expressions.,Matching,"x²-4,(x+2)(x-2),x²+4x-4,x²-4x+4","not,equivalent,equivalent,not","0-1,1-2,2-3,3-0",338,2,CCSS.MATH.CONTENT.HSA.SSE.A.2,algebra,"CCSS.MATH.MP.7, CCSS.MATH.A-SSE"
Maths,Grade 9,Match each root to x²-5x+6=0.,Match solve quadratics.,Matching,"2,3,1,6","not,solution,solution,not","0-1,1-2,2-3,3-0",340,2,CCSS.MATH.CONTENT.HSA.REI.B.4,quadratics,"CCSS.MATH.MP.2, CCSS.MATH.A-REI"
Maths,Grade 9,Match each function to domain all reals.,Match domain.,Matching,"f(x)=x²,f(x)=1/x,f(x)=√x,f(x)=2x+1","not,all reals,not,all reals","0-1,1-0,2-3,3-2",342,2,CCSS.MATH.CONTENT.HSF.IF.A.1,domain,"CCSS.MATH.MP.2, CCSS.MATH.F-IF"
Maths,Grade 9,Match each equation to the same line.,Match line equations.,Matching,"y=2x+1,2x-y=-1,y-3=2(x-1),x/2-y/2=1","same line,same line,same line,same line","0-2,1-0,2-3,3-1",345,2,CCSS.MATH.CONTENT.HSA.CED.A.2,lines,"CCSS.MATH.MP.4, CCSS.MATH.A-CED"
Maths,Grade 9,Match each graph feature to the graph. {math_match_g9_graph.png},Match the four features to the graph in the image.,Matching,"feature A,feature B,feature C,feature D","incorrect,correct,incorrect,correct","0-1,1-0,2-3,3-2",348,2,CCSS.MATH.CONTENT.HSF.IF.C.7,graphs,"CCSS.MATH.MP.5, CCSS.MATH.F-IF"
Maths,Grade 9,Match each factor to x²-9.,Match polynomial factoring.,Matching,"x-3,x+3,x-9,x+9","not,factor,factor,not","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSA.APR.A.1,factoring,"CCSS.MATH.MP.7, CCSS.MATH.A-APR"
Maths,Grade 9,Match each inequality to solution x>3.,Match inequalities.,Matching,"2x>6,x-1>2,3x<9,-x>-3","no,yes,yes,no","0-1,1-2,2-3,3-0",335,2,CCSS.MATH.CONTENT.HSA.REI.B.3,inequalities,"CCSS.MATH.MP.2, CCSS.MATH.A-REI"
Maths,Grade 9,Match each function to exponential growth.,Match exponential.,Matching,"y=2^x,y=(1/2)^x,y=2(3)^x,y=5-x","decay,growth,growth,not","0-1,1-0,2-2,3-3",332,2,CCSS.MATH.CONTENT.HSF.LE.A.1,exponential,"CCSS.MATH.MP.4, CCSS.MATH.F-LE"
Maths,Grade 9,Match each identity to true for all x.,Match identities.,Matching,"(x+1)²=x²+2x+1,x²-1=(x-1)(x+1),x+1=2,x²=x","not,identity,identity,not","0-1,1-2,2-3,3-0",328,2,CCSS.MATH.CONTENT.HSA.REI.A.1,identities,"CCSS.MATH.MP.7, CCSS.MATH.A-REI"
Maths,Grade 9,Match each expression to log(100).,Match logarithms.,Matching,"2,log 10²,log 50+log 2,1","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",330,2,CCSS.MATH.CONTENT.HSF.LE.A.4,logarithms,"CCSS.MATH.MP.6, CCSS.MATH.F-LE"
Maths,Grade 10,Match each pair to similar triangles.,Match similarity.,Matching,"30-60-90 and 30-60-90,all equilateral,3-4-5 and 6-8-10,2-3-4 and 4-6-8","not,similar,similar,similar","0-1,1-2,2-3,3-0",342,2,CCSS.MATH.CONTENT.HSG.SRT.A.2,similarity,"CCSS.MATH.MP.2, CCSS.MATH.G-SRT"
Maths,Grade 10,Match each expression to sin²θ+cos²θ.,Match trig identities.,Matching,"1,sin²θ+cos²θ,(sin θ)²+(cos θ)²,0","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",340,2,CCSS.MATH.CONTENT.HSF.TF.C.8,trig,"CCSS.MATH.MP.7, CCSS.MATH.F-TF"
Maths,Grade 10,Match each vector to same direction.,Match vectors.,Matching,"⟨2,4⟩,⟨1,2⟩,⟨-2,-4⟩,⟨4,2⟩","not,same,same,same","0-1,1-2,2-3,3-0",345,2,CCSS.MATH.CONTENT.HSN.VM.A.2,vectors,"CCSS.MATH.MP.2, CCSS.MATH.N-VM"
Maths,Grade 10,Match each equation to number of solutions.,Match solutions.,Matching,"x²=4,x²=-1,x²=0,(x-1)(x-2)=0","one,two,two,two","0-1,1-2,2-3,3-0",348,2,CCSS.MATH.CONTENT.HSA.REI.B.4,solutions,"CCSS.MATH.MP.3, CCSS.MATH.A-REI"
Maths,Grade 10,Match each length to the diagram. {math_match_g10_diag.png},Match the four lengths to the diagram in the image.,Matching,"length A,length B,length C,length D","findable,findable,findable,findable","0-1,1-0,2-3,3-2",350,2,CCSS.MATH.CONTENT.HSG.SRT.C.8,trig,"CCSS.MATH.MP.5, CCSS.MATH.G-SRT"
Maths,Grade 10,Match each to valid probability.,Match probability.,Matching,"P(A)=0.5 P(B)=0.5,sum P=1,all P in [0,1],P(A)=1.2","invalid,valid,valid,valid","0-1,1-2,2-3,3-0",335,2,CCSS.MATH.CONTENT.HSS.MD.A.1,probability,"CCSS.MATH.MP.2, CCSS.MATH.S-MD"
Maths,Grade 10,Match each expression to √(x²).,Match radicals.,Matching,"|x|,x for x≥0 -x for x<0,√x·√x,(√x)²","for x≥0,equivalent,equivalent,for x≥0","0-1,1-2,2-3,3-0",332,2,CCSS.MATH.CONTENT.HSN.RN.A.2,radicals,"CCSS.MATH.MP.7, CCSS.MATH.N-RN"
Maths,Grade 10,Match each equation to circle or not.,Match circle equations.,Matching,"x²+y²=9,(x-1)²+(y+2)²=4,x²-y²=1,y=x²","not,circle,circle,not","0-1,1-2,2-3,3-0",328,2,CCSS.MATH.CONTENT.HSG.GPE.A.1,circles,"CCSS.MATH.MP.4, CCSS.MATH.G-GPE"
Maths,Grade 10,Match each criterion to triangle congruence.,Match congruence.,Matching,"SSS,SAS,SSA,AAA","not,congruent,congruent,not always","0-1,1-2,2-3,3-0",330,2,CCSS.MATH.CONTENT.HSG.CO.B.8,congruence,"CCSS.MATH.MP.3, CCSS.MATH.G-CO"
