Subject,Grade,QuestionText,Description,questionType,optionA,optionB,optionC,optionD,correctAnswers,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 3,Which fractions are less than 1?,Select fractions less than 1,MultipleSelect,3/4,5/4,2/3,6/5,"[A,C]",220,1,CCSS.MATH.CONTENT.3.NF.A.2,unit fractions,"CCSS.MATH.MP.2, CCSS.MATH.DOM.NF"
Maths,Grade 3,Which two show 1/4 shaded?,Select correct quarter representations,MultipleSelect,one quarter of a circle,one of four equal parts,two quarters,three quarters,"[A,B]",213,1,CCSS.MATH.CONTENT.3.NF.A.1,fractions of a whole,"CCSS.MATH.MP.5, CCSS.MATH.DOM.NF"
Maths,Grade 3,Which are quadrilaterals?,Select all quadrilaterals,MultipleSelect,square,rectangle,rhombus,triangle,"[A,B,C]",222,1,CCSS.MATH.CONTENT.3.G.A.1,classify shapes,"CCSS.MATH.MP.7, CCSS.MATH.DOM.G"
Maths,Grade 4,Which two are equivalent to 0.5?,Select decimal and fraction equivalents,MultipleSelect,1/2,5/10,2/5,0.05,"[A,B]",228,2,CCSS.MATH.CONTENT.4.NF.C.6,decimals and fractions,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 4,Which are prime numbers?,Select all prime numbers,MultipleSelect,2,3,4,5,"[A,B,D]",225,2,CCSS.MATH.CONTENT.4.OA.B.4,factors and primes,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Which two angles are acute?,Select acute angles,MultipleSelect,45°,90°,30°,120°,"[A,C]",232,1,CCSS.MATH.CONTENT.4.MD.C.5,angle measure,"CCSS.MATH.MP.5, CCSS.MATH.DOM.MD"
Maths,Grade 4,Which fractions equal 3/4?,Select all equivalent to 3/4,MultipleSelect,6/8,9/12,2/3,75/100,"[A,B,D]",235,2,CCSS.MATH.CONTENT.4.NF.A.1,equivalent fractions,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 4,From the diagram which two lengths are equal? {math_ms_g4_q5.png} (Select all that apply),Select equal lengths from diagram,MultipleSelect,side A,side B,side C,side D,"[A,C]",238,2,CCSS.MATH.CONTENT.4.G.A.1,lines and angles,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 4,Which are factors of 36?,Select all factors of 36,MultipleSelect,6,9,7,12,"[A,B,D]",240,2,CCSS.MATH.CONTENT.4.OA.B.4,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Which two have the same value?,Select equivalent expressions,MultipleSelect,2×6,3×4,12,4+4+4,"[A,B,C]",230,1,CCSS.MATH.CONTENT.4.OA.A.1,multiplication comparison,"CCSS.MATH.MP.2, CCSS.MATH.DOM.OA"
Maths,Grade 4,Which units measure length?,Select length units,MultipleSelect,meter,foot,liter,inch,"[A,B,D]",242,1,CCSS.MATH.CONTENT.4.MD.A.1,measurement units,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 4,Which numbers are composite?,Select all composite numbers,MultipleSelect,4,6,7,9,"[A,B,D]",233,2,CCSS.MATH.CONTENT.4.OA.B.4,prime and composite,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Which two show 2/3?,Select representations of 2/3,MultipleSelect,two thirds shaded,4/6,1/3+1/3,3/2,"[A,B,C]",245,2,CCSS.MATH.CONTENT.4.NF.A.2,compare fractions,"CCSS.MATH.MP.2, CCSS.MATH.DOM.NF"
Maths,Grade 5,Which two equal 1?,Select all that equal 1,MultipleSelect,4/4,0.5+0.5,2/3+1/3,1/2+1/2,"[A,B,C,D]",252,2,CCSS.MATH.CONTENT.5.NF.A.1,add subtract fractions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Which are correct for 0.3×2?,Select equivalent expressions,MultipleSelect,0.6,3/10×2,6/10,0.03×20,"[A,B,C]",255,2,CCSS.MATH.CONTENT.5.NBT.B.7,decimal multiplication,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NBT"
Maths,Grade 5,Which two are greater than 1/2?,Select fractions greater than 1/2,MultipleSelect,3/4,2/3,1/4,1/3,"[A,B]",258,2,CCSS.MATH.CONTENT.5.NF.A.2,compare fractions,"CCSS.MATH.MP.2, CCSS.MATH.DOM.NF"
Maths,Grade 5,Which shapes have parallel sides?,Select shapes with at least one pair of parallel sides,MultipleSelect,square,rectangle,trapezoid,equilateral triangle,"[A,B,C]",250,1,CCSS.MATH.CONTENT.5.G.B.3,2D attributes,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,On the grid which two points have the same x-coordinate? {math_ms_g5_q5.png} (Select all that apply),Select points from coordinate grid,MultipleSelect,point A,point B,point C,point D,"[A,B]",262,2,CCSS.MATH.CONTENT.5.G.A.1,coordinate plane,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,Which are correct?,Select all true,MultipleSelect,1/2×4=2,3×1/4=3/4,2/5×10=4,1/3×6=3,"[A,B,C]",260,2,CCSS.MATH.CONTENT.5.NF.B.4,fraction times whole number,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Which two have volume 24 cubic units?,Select prisms with volume 24,MultipleSelect,2×3×4,6×2×2,5×5×1,8×3×1,"[A,B,D]",248,2,CCSS.MATH.CONTENT.5.MD.C.5,volume,"CCSS.MATH.MP.4, CCSS.MATH.DOM.MD"
Maths,Grade 5,Which expressions equal 20?,Select all equal to 20,MultipleSelect,4×5,2×10,15+5,100÷4,"[A,B,C,D]",265,1,CCSS.MATH.CONTENT.5.OA.A.1,order of operations,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 5,Which are metric units?,Select metric units,MultipleSelect,meter,kilogram,foot,gallon,"[A,B]",253,1,CCSS.MATH.CONTENT.5.MD.A.1,convert units,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 5,Which two show 0.75?,Select representations of 0.75,MultipleSelect,75%,3/4,7/5,75/10,"[A,B]",268,2,CCSS.MATH.CONTENT.5.NBT.A.3,decimals and fractions,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NBT"
Maths,Grade 6,Which two are equivalent to 50%?,Select equivalent to 50%,MultipleSelect,1/2,0.5,2/4,1/3,"[A,B,C]",275,2,CCSS.MATH.CONTENT.6.RP.A.3,ratios and percents,"CCSS.MATH.MP.2, CCSS.MATH.DOM.RP"
Maths,Grade 6,Which are negative numbers?,Select all negative numbers,MultipleSelect,-3,-1/2,0,5,"[A,B]",272,1,CCSS.MATH.CONTENT.6.NS.C.5,positive negative,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 6,Which two satisfy x+5>10?,Select all solutions to the inequality,MultipleSelect,6,7,5,4,"[A,B]",278,2,CCSS.MATH.CONTENT.6.EE.B.8,inequalities,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 6,Which ratios are equivalent to 2:3?,Select equivalent ratios,MultipleSelect,4:6,6:9,3:2,8:12,"[A,B,D]",270,2,CCSS.MATH.CONTENT.6.RP.A.3,equivalent ratios,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 6,From the graph which two statements are true? {math_ms_g6_q5.png} (Select all that apply),Select true statements from graph,MultipleSelect,statement A,statement B,statement C,statement D,"[A,C]",282,2,CCSS.MATH.CONTENT.6.SP.B.5,data display,"CCSS.MATH.MP.4, CCSS.MATH.DOM.SP"
Maths,Grade 6,Which expressions equal 3x when x=2?,Select all equal to 3x for x=2,MultipleSelect,6,x+x+x,3×2,2+3,"[A,B,C]",276,2,CCSS.MATH.CONTENT.6.EE.A.2,expressions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.EE"
Maths,Grade 6,Which are factors of 48?,Select all factors of 48,MultipleSelect,6,8,7,12,"[A,B,D]",273,2,CCSS.MATH.CONTENT.6.NS.B.4,factors and multiples,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NS"
Maths,Grade 6,Which two triangles have area 12?,Select triangles with area 12,MultipleSelect,base 6 height 4,base 8 height 3,base 5 height 5,base 4 height 6,"[A,B,D]",284,2,CCSS.MATH.CONTENT.6.G.A.1,area of triangle,"CCSS.MATH.MP.4, CCSS.MATH.DOM.G"
Maths,Grade 6,Which numbers are integers?,Select all integers,MultipleSelect,-2,0,3,1/2,"[A,B,C]",271,1,CCSS.MATH.CONTENT.6.NS.C.6,integers,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 6,Which two show the same value?,Select equivalent forms,MultipleSelect,1/4,0.25,25%,2/8,"[A,B,C,D]",286,2,CCSS.MATH.CONTENT.6.RP.A.3,percents and fractions,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 7,Which two are equivalent to -(-5)?,Select equivalent expressions,MultipleSelect,+5,5,-5,0-(-5),"[A,B,D]",292,1,CCSS.MATH.CONTENT.7.NS.A.1,add subtract rationals,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 7,Which satisfy 2x+1=9?,Select all solutions,MultipleSelect,4,2(4)+1,x=4,5,"[A,B,C]",290,2,CCSS.MATH.CONTENT.7.EE.B.4,solve equations,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 7,Which are proportional to 3:4?,Select equivalent ratios,MultipleSelect,6:8,9:12,12:16,5:6,"[A,B,C]",295,2,CCSS.MATH.CONTENT.7.RP.A.2,proportional relationships,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 7,Which two have the same probability?,Select events with equal probability,MultipleSelect,heads on a fair coin,1 on a fair die,even on a fair die,red from 2 red 2 blue,"[A,B,C]",288,2,CCSS.MATH.CONTENT.7.SP.C.7,probability,"CCSS.MATH.MP.2, CCSS.MATH.DOM.SP"
Maths,Grade 7,In the figure which two angles are supplementary? {math_ms_g7_q5.png} (Select all that apply),Select supplementary angle pairs,MultipleSelect,pair A,pair B,pair C,pair D,"[A,C]",298,2,CCSS.MATH.CONTENT.7.G.B.5,angle relationships,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 7,Which simplify to 5x?,Select equivalent to 5x,MultipleSelect,2x+3x,x+4x,10x-5x,6x-x,"[A,B,C,D]",296,1,CCSS.MATH.CONTENT.7.EE.A.1,combine like terms,"CCSS.MATH.MP.7, CCSS.MATH.DOM.EE"
Maths,Grade 7,Which two are correct for 30% of 80?,Select all correct,MultipleSelect,24,0.3×80,3/10×80,30×80,"[A,B,C]",300,2,CCSS.MATH.CONTENT.7.RP.A.3,percent problems,"CCSS.MATH.MP.2, CCSS.MATH.DOM.RP"
Maths,Grade 7,Which formulas find area?,Select area formulas,MultipleSelect,length×width,1/2 base×height,πr²,2πr,"[A,B,C]",291,2,CCSS.MATH.CONTENT.7.G.B.6,area formulas,"CCSS.MATH.MP.4, CCSS.MATH.DOM.G"
Maths,Grade 7,Which numbers are rational?,Select all rational numbers,MultipleSelect,1/2,-3,0.5,√2,"[A,B,C]",294,2,CCSS.MATH.CONTENT.7.NS.A.2,rational numbers,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 7,Which two represent the same relationship?,Select equivalent representations,MultipleSelect,y=2x,table (1,2) (2,4),graph through origin slope 2, y=x+2,"[A,B,C]",302,2,CCSS.MATH.CONTENT.7.RP.A.2,proportional representations,"CCSS.MATH.MP.4, CCSS.MATH.DOM.RP"
Maths,Grade 8,Which two are equivalent to 2³?,Select equivalent expressions,MultipleSelect,8,2×2×2,4×2,2+2+2,"[A,B]",308,1,CCSS.MATH.CONTENT.8.EE.A.1,integer exponents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.EE"
Maths,Grade 8,Which satisfy x²=16?,Select all solutions,MultipleSelect,4,-4,8,-8,"[A,B]",306,2,CCSS.MATH.CONTENT.8.EE.A.2,square roots,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 8,Which are functions?,Select relationships that are functions,MultipleSelect,each input one output,vertical line test passes,y=2x,x²+y²=1,"[A,B,C]",312,2,CCSS.MATH.CONTENT.8.F.A.1,function definition,"CCSS.MATH.MP.7, CCSS.MATH.DOM.F"
Maths,Grade 8,Which two have slope 2?,Select lines with slope 2,MultipleSelect,y=2x+1,y=2x-3,y=-2x,x/2+y=1,"[A,B]",304,2,CCSS.MATH.CONTENT.8.EE.B.6,slope,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 8,From the scatter plot which two conclusions are valid? {math_ms_g8_q5.png} (Select all that apply),Select valid conclusions from scatter plot,MultipleSelect,conclusion A,conclusion B,conclusion C,conclusion D,"[A,B]",315,2,CCSS.MATH.CONTENT.8.SP.A.1,scatter plots,"CCSS.MATH.MP.4, CCSS.MATH.DOM.SP"
Maths,Grade 8,Which are Pythagorean triples?,Select all Pythagorean triples,MultipleSelect,3-4-5,5-12-13,4-5-6,6-8-10,"[A,B,D]",310,2,CCSS.MATH.CONTENT.8.G.B.7,Pythagorean theorem,"CCSS.MATH.MP.2, CCSS.MATH.DOM.G"
Maths,Grade 8,Which two are irrational?,Select irrational numbers,MultipleSelect,√2,π,0.5,1/3,"[A,B]",305,2,CCSS.MATH.CONTENT.8.NS.A.1,irrational numbers,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NS"
Maths,Grade 8,Which equations have no solution?,Select equations with no solution,MultipleSelect,x+1=x+2,2x=2x+1,3x=3x,x=5,"[A,B,C]",318,2,CCSS.MATH.CONTENT.8.EE.C.7,solutions of equations,"CCSS.MATH.MP.3, CCSS.MATH.DOM.EE"
Maths,Grade 8,Which transformations preserve length?,Select rigid motions,MultipleSelect,translation,rotation,reflection,dilation,"[A,B,C]",307,2,CCSS.MATH.CONTENT.8.G.A.1,transformations,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 8,Which two represent linear relationships?,Select linear,MultipleSelect,y=3x,y=x²,y-2=4(x-1),xy=10,"[A,C]",320,2,CCSS.MATH.CONTENT.8.F.B.4,linear functions,"CCSS.MATH.MP.4, CCSS.MATH.DOM.F"
Maths,Grade 9,Which two are equivalent to (x+2)(x-2)?,Select equivalent expressions,MultipleSelect,x²-4,(x+2)(x-2),x²+4x-4,x²-4x+4,"[A,B]",325,2,CCSS.MATH.CONTENT.HSA.SSE.A.2,equivalent expressions,"CCSS.MATH.MP.7, CCSS.MATH.A-SSE"
Maths,Grade 9,Which are solutions to x²-5x+6=0?,Select all roots,MultipleSelect,2,3,1,6,"[A,B]",322,2,CCSS.MATH.CONTENT.HSA.REI.B.4,solve quadratics,"CCSS.MATH.MP.2, CCSS.MATH.A-REI"
Maths,Grade 9,Which two functions have domain all reals?,Select domain all reals,MultipleSelect,f(x)=x²,f(x)=1/x,f(x)=√x,f(x)=2x+1,"[A,D]",328,2,CCSS.MATH.CONTENT.HSF.IF.A.1,domain of functions,"CCSS.MATH.MP.2, CCSS.MATH.F-IF"
Maths,Grade 9,Which equations represent the same line?,Select equivalent line equations,MultipleSelect,y=2x+1,2x-y=-1,y-3=2(x-1),x/2-y/2=1,"[A,B,C]",320,2,CCSS.MATH.CONTENT.HSA.CED.A.2,equations and graphs,"CCSS.MATH.MP.4, CCSS.MATH.A-CED"
Maths,Grade 9,In the graph which two statements are true? {math_ms_g9_q5.png} (Select all that apply),Select true statements from graph,MultipleSelect,statement A,statement B,statement C,statement D,"[B,C]",332,2,CCSS.MATH.CONTENT.HSF.IF.C.7,graph behavior,"CCSS.MATH.MP.5, CCSS.MATH.F-IF"
Maths,Grade 9,Which are factors of x²-9?,Select all factors,MultipleSelect,x-3,x+3,x-9,x+9,"[A,B]",330,2,CCSS.MATH.CONTENT.HSA.APR.A.1,polynomial factoring,"CCSS.MATH.MP.7, CCSS.MATH.A-APR"
Maths,Grade 9,Which two inequalities have solution x>3?,Select equivalent inequalities,MultipleSelect,2x>6,x-1>2,3x<9,-x>-3,"[A,B]",324,2,CCSS.MATH.CONTENT.HSA.REI.B.3,solve inequalities,"CCSS.MATH.MP.2, CCSS.MATH.A-REI"
Maths,Grade 9,Which represent exponential growth?,Select exponential growth,MultipleSelect,y=2^x,y=(1/2)^x,y=2(3)^x,y=5-x,"[A,C]",327,2,CCSS.MATH.CONTENT.HSF.LE.A.1,exponential models,"CCSS.MATH.MP.4, CCSS.MATH.F-LE"
Maths,Grade 9,Which are identities?,Select identities (true for all x),MultipleSelect,(x+1)²=x²+2x+1,x²-1=(x-1)(x+1),x+1=2,x²=x,"[A,B]",335,2,CCSS.MATH.CONTENT.HSA.REI.A.1,identities,"CCSS.MATH.MP.7, CCSS.MATH.A-REI"
Maths,Grade 9,Which two are equivalent to log(100)?,Select equivalent,MultipleSelect,2,log 10²,log 50+log 2,1,"[A,B]",338,2,CCSS.MATH.CONTENT.HSF.LE.A.4,logarithms,"CCSS.MATH.MP.6, CCSS.MATH.F-LE"
Maths,Grade 10,Which two triangles are similar?,Select similar triangle pairs,MultipleSelect,30-60-90 and 30-60-90,all equilateral,3-4-5 and 6-8-10,2-3-4 and 4-6-8,"[A,B,C]",342,2,CCSS.MATH.CONTENT.HSG.SRT.A.2,similarity,"CCSS.MATH.MP.2, CCSS.MATH.G-SRT"
Maths,Grade 10,Which are correct for sin²θ+cos²θ?,Select all correct,MultipleSelect,1,sin²θ+cos²θ,(sin θ)²+(cos θ)²,0,"[A,B,C]",340,2,CCSS.MATH.CONTENT.HSF.TF.C.8,trig identities,"CCSS.MATH.MP.7, CCSS.MATH.F-TF"
Maths,Grade 10,Which two vectors have the same direction?,Select parallel vectors,MultipleSelect,⟨2,4⟩,⟨1,2⟩,⟨-2,-4⟩,⟨4,2⟩,"[A,B,C]",345,2,CCSS.MATH.CONTENT.HSN.VM.A.2,vectors,"CCSS.MATH.MP.2, CCSS.MATH.N-VM"
Maths,Grade 10,Which equations have exactly two solutions?,Select equations with two solutions,MultipleSelect,x²=4,x²=-1,x²=0,(x-1)(x-2)=0,"[A,D]",338,2,CCSS.MATH.CONTENT.HSA.REI.B.4,number of solutions,"CCSS.MATH.MP.3, CCSS.MATH.A-REI"
Maths,Grade 10,From the diagram which two lengths can be found? {math_ms_g10_q5.png} (Select all that apply),Select findable lengths from diagram,MultipleSelect,length A,length B,length C,length D,"[A,B]",348,2,CCSS.MATH.CONTENT.HSG.SRT.C.8,right triangle trig,"CCSS.MATH.MP.5, CCSS.MATH.G-SRT"
Maths,Grade 10,Which are probability distributions?,Select valid distributions,MultipleSelect,P(A)=0.5 P(B)=0.5,sum of P=1,all P between 0 and 1,P(A)=1.2,"[A,B,C]",346,2,CCSS.MATH.CONTENT.HSS.MD.A.1,probability rules,"CCSS.MATH.MP.2, CCSS.MATH.S-MD"
Maths,Grade 10,Which two are equivalent to √(x²)?,Select equivalent,MultipleSelect,|x|,x for x≥0 -x for x<0,√x·√x,(√x)²,"[A,B]",341,2,CCSS.MATH.CONTENT.HSN.RN.A.2,radicals,"CCSS.MATH.MP.7, CCSS.MATH.N-RN"
Maths,Grade 10,Which represent circles?,Select circle equations,MultipleSelect,x²+y²=9,(x-1)²+(y+2)²=4,x²-y²=1,y=x²,"[A,B]",344,2,CCSS.MATH.CONTENT.HSG.GPE.A.1,circle equations,"CCSS.MATH.MP.4, CCSS.MATH.G-GPE"
Maths,Grade 10,Which two are sufficient to prove triangles congruent?,Select congruence criteria,MultipleSelect,SSS,SAS,SSA,AAA,"[A,B]",350,2,CCSS.MATH.CONTENT.HSG.CO.B.8,triangle congruence,"CCSS.MATH.MP.3, CCSS.MATH.G-CO"
Maths,Grade 10,Which sequences are arithmetic?,Select arithmetic sequences,MultipleSelect,2 5 8 11,1 2 4 8,3 3 3 3,1 4 9 16,"[A,C]",352,2,CCSS.MATH.CONTENT.HSF.BF.A.2,sequences,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 11,Which two are equivalent to i²?,Select equivalent,MultipleSelect,-1,i·i,√(-1)·√(-1),1,"[A,B,C]",355,2,CCSS.MATH.CONTENT.HSN.CN.A.1,complex numbers,"CCSS.MATH.MP.7, CCSS.MATH.N-CN"
Maths,Grade 11,Which are one-to-one functions?,Select one-to-one functions,MultipleSelect,f(x)=x,f(x)=x³,f(x)=x²,f(x)=2x+1,"[A,B,D]",358,2,CCSS.MATH.CONTENT.HSF.BF.B.4,inverse functions,"CCSS.MATH.MP.2, CCSS.MATH.F-BF"
