Subject,Grade,QuestionText,Description,questionType,optionA,optionB,optionC,optionD,correctAnswers,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Science,Grade 2,Which two are sources of light?,Select light sources,MultipleSelect,sun,lamp,moon reflecting,mirror reflecting,"[A,B]",185,2,1-PS4-2,light,"NGSS.SEP.4, NGSS.DCI.PS4, NGSS.CCC.5"
Science,Grade 2,Which help seeds travel?,Select seed dispersal,MultipleSelect,wind,animals,water,concrete,"[A,B,C]",182,1,2-LS2-2,seed dispersal,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.2"
Science,Grade 2,Which are solids?,Select states of matter,MultipleSelect,ice,wood,steam,oxygen gas,"[A,B]",192,1,2-PS1-1,matter,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 2,Which two show a life cycle?,Select life cycle stages,MultipleSelect,egg to adult,seed to plant,candle melting,ice melting,"[A,B]",188,2,2-LS2-1,life cycles,"NGSS.SEP.7, NGSS.DCI.LS1, NGSS.CCC.7"
Science,Grade 2,From the diagram which two are habitats? {sci_ms_g2_q5.png} (Select all that apply),Select habitats from diagram,MultipleSelect,habitat A,habitat B,habitat C,habitat D,"[A,B]",198,2,2-LS4-1,habitats,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 2,Which materials absorb water?,Select absorbent materials,MultipleSelect,paper,towel,plastic sheet,wax,"[A,B]",190,1,2-PS1-1,properties of matter,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 2,Which two cause erosion?,Select erosion causes,MultipleSelect,water,wind,still air,closed box,"[A,B]",195,1,2-ESS2-1,earth processes,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 2,Which are ways to reduce waste?,Select reduce reuse recycle,MultipleSelect,reuse bag,recycle paper,throw away plastic,burn trash,"[A,B]",180,1,K-ESS3-3,human impact,"NGSS.SEP.8, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 2,Which two need water to live?,Select organisms that need water,MultipleSelect,fish,plant,battery,light bulb,"[A,B]",200,1,2-LS2-1,organisms and water,"NGSS.SEP.1, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 2,Which show magnetic attraction?,Select magnetic materials,MultipleSelect,iron nail,steel paperclip,plastic,wood,"[A,B]",197,1,K-PS2-2,magnets,"NGSS.SEP.3, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 3,Which two are inherited traits?,Select inherited traits,MultipleSelect,eye color,leaf shape,dyed hair,scarf,"[A,B]",208,2,3-LS3-1,inheritance,"NGSS.SEP.7, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 3,Which are forms of energy?,Select energy types,MultipleSelect,light,heat,motion,electricity,"[A,B,C,D]",205,1,3-PS2-2,energy,"NGSS.SEP.4, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 3,Look at the food web. Which two are producers? {sci_ms_g3_q3.png} (Select all that apply),Select producers from food web,MultipleSelect,grass,algae,tiger,lion,"[A,B]",212,2,3-LS2-1,food webs,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 3,Which cause shadows?,Select shadow formation,MultipleSelect,light blocked by object,opaque material,sun and object,transparent object only,"[A,B,C]",218,1,1-PS4-3,light and shadows,"NGSS.SEP.2, NGSS.DCI.PS4, NGSS.CCC.2"
Science,Grade 3,Which two are renewable resources?,Select renewable resources,MultipleSelect,solar power,wind power,coal,oil,"[A,B]",202,2,3-ESS3-1,resources,"NGSS.SEP.6, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 3,Which affect climate?,Select climate factors,MultipleSelect,distance from sun,tilt of Earth,ocean currents,color of car,"[A,B,C]",215,2,3-ESS2-1,climate,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 3,Which two show adaptation?,Select adaptations,MultipleSelect,cactus storing water,penguin blubber,plastic coat,metal rod,"[A,B]",210,2,3-LS4-2,adaptations,"NGSS.SEP.6, NGSS.DCI.LS4, NGSS.CCC.6"
Science,Grade 3,Which are simple machines?,Select simple machines,MultipleSelect,lever,inclined plane,wheel and axle,smooth wall,"[A,B,C]",220,1,3-PS2-1,forces and machines,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.6"
Science,Grade 3,Which two are fossils?,Select fossil types,MultipleSelect,dinosaur bone imprint,petrified wood,plastic toy,modern leaf,"[A,B]",213,1,3-LS4-1,fossils,"NGSS.SEP.4, NGSS.DCI.LS4, NGSS.CCC.7"
Science,Grade 3,Which describe the water cycle?,Select water cycle stages,MultipleSelect,evaporation,condensation,precipitation,boiling only in pot,"[A,B,C]",222,2,2-ESS2-3,water cycle,"NGSS.SEP.2, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 4,Which two are conductors of electricity?,Select electrical conductors,MultipleSelect,copper,iron,rubber,plastic,"[A,B]",228,2,4-PS3-2,electricity,"NGSS.SEP.3, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 4,Which show weathering?,Select weathering examples,MultipleSelect,rock cracked by ice,plant roots breaking rock,acid rain on stone,smooth glass,"[A,B,C]",225,2,4-ESS2-1,weathering,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 4,Which are parts of the digestive system?,Select digestive organs,MultipleSelect,stomach,intestines,heart,lungs,"[A,B]",232,1,4-LS1-1,body systems,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 4,From the diagram which two layers are in Earth? {sci_ms_g4_q4.png} (Select all that apply),Select Earth layers from diagram,MultipleSelect,crust,mantle,cloud,ocean surface only,"[A,B]",235,2,4-ESS2-2,Earth structure,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 4,Which two transfer heat?,Select heat transfer,MultipleSelect,conduction,convection,vacuum only,empty space only,"[A,B]",238,2,4-PS3-2,heat transfer,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 4,Which are renewable?,Select energy sources,MultipleSelect,hydroelectric,solar,wind,natural gas,"[A,B,C]",240,2,4-ESS3-1,energy resources,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 4,Which two are consumers?,Select consumer types,MultipleSelect,herbivore,carnivore,grass,sun,"[A,B]",230,1,4-LS1-1,food chains,"NGSS.SEP.2, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 4,Which affect ecosystem balance?,Select ecosystem factors,MultipleSelect,predation,competition,decomposition,random number,"[A,B,C]",242,2,4-LS2-1,ecosystems,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 4,Which two show reflection?,Select reflection of light,MultipleSelect,mirror,still water,rough cloth,dark wall,"[A,B]",233,1,4-PS4-2,light behavior,"NGSS.SEP.3, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 4,Which are types of rocks?,Select rock types,MultipleSelect,igneous,sedimentary,metamorphic,plastic,"[A,B,C]",245,2,4-ESS1-1,rock cycle,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 5,Which two are greenhouse gases?,Select greenhouse gases,MultipleSelect,carbon dioxide,methane,oxygen,nitrogen only,"[A,B]",252,2,5-ESS3-1,climate,"NGSS.SEP.6, NGSS.DCI.ESS3, NGSS.CCC.5"
Science,Grade 5,Which describe chemical change?,Select chemical changes,MultipleSelect,burning,rusting,baking,bending only,"[A,B,C]",255,2,5-PS1-4,chemical reactions,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 5,Which are decomposers?,Select decomposers,MultipleSelect,fungi,bacteria,earthworms,lion,"[A,B,C]",258,2,5-LS2-1,decomposers,"NGSS.SEP.2, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 5,In the diagram which two show the moon phases? {sci_ms_g5_q4.png} (Select all that apply),Select moon phases from diagram,MultipleSelect,new moon,full moon,crescent A,crescent B,"[A,B]",262,2,5-ESS1-2,moon phases,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.1"
Science,Grade 5,Which two conserve matter?,Select conservation of matter,MultipleSelect,closed system,balanced equation,matter created,energy only,"[A,B]",250,2,5-PS1-2,conservation,"NGSS.SEP.5, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 5,Which are nonrenewable resources?,Select nonrenewable,MultipleSelect,coal,oil,natural gas,wind,"[A,B,C]",260,1,5-ESS3-1,resources,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 5,Which two protect the environment?,Select conservation practices,MultipleSelect,recycling,reducing waste,polluting,dumping,"[A,B]",248,1,5-ESS3-1,human impact,"NGSS.SEP.8, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 5,Which affect gravity?,Select factors affecting gravity,MultipleSelect,mass,distance,color,temperature,"[A,B]",265,2,5-PS2-1,gravity,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 5,Which two are mixtures?,Select mixtures,MultipleSelect,salt water,salad,element only,pure compound only,"[A,B]",253,1,5-PS1-3,mixtures,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 5,Which show the water cycle?,Select water cycle processes,MultipleSelect,evaporation,condensation,precipitation,freezing only,"[A,B,C]",268,2,5-ESS2-1,water cycle,"NGSS.SEP.2, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 6,Which two are in the solar system?,Select solar system objects,MultipleSelect,planets,asteroids,galaxy,black hole only,"[A,B]",275,2,MS-ESS1-2,solar system,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.4"
Science,Grade 6,Which are evidence of plate tectonics?,Select plate tectonic evidence,MultipleSelect,earthquake zones,mountain ranges,fossil match,random drift,"[A,B,C]",272,2,MS-ESS2-2,plate tectonics,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 6,Which two are types of energy?,Select energy forms,MultipleSelect,kinetic,potential,chemical,thermal,"[A,B,C,D]",278,1,MS-PS3-1,energy types,"NGSS.SEP.2, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 6,From the graph which two conclusions are valid? {sci_ms_g6_q4.png} (Select all that apply),Select valid conclusions from graph,MultipleSelect,conclusion A,conclusion B,conclusion C,conclusion D,"[A,B]",282,2,MS-LS2-1,data analysis,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.2"
Science,Grade 6,Which describe photosynthesis?,Select photosynthesis,MultipleSelect,uses light,produces glucose,releases oxygen,occurs in dark only,"[A,B,C]",270,2,MS-LS1-6,photosynthesis,"NGSS.SEP.6, NGSS.DCI.LS1, NGSS.CCC.5"
Science,Grade 6,Which two are cell organelles?,Select organelles,MultipleSelect,nucleus,mitochondria,cell wall only,cell membrane only,"[A,B]",276,1,MS-LS1-2,cell structure,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 6,Which affect climate?,Select climate factors,MultipleSelect,latitude,ocean currents,greenhouse gases,day of week,"[A,B,C]",284,2,MS-ESS2-5,climate,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 6,Which two show chemical reactions?,Select chemical reaction signs,MultipleSelect,color change,bubble formation,temperature change,no change,"[A,B,C]",271,2,MS-PS1-2,chemical reactions,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 6,Which are waves?,Select wave types,MultipleSelect,sound,light,earthquake seismic,static object,"[A,B,C]",286,1,MS-PS4-1,waves,"NGSS.SEP.2, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 6,Which two support evolution?,Select evidence for evolution,MultipleSelect,fossil record,comparative anatomy,DNA similarity,single observation,"[A,B,C]",280,2,MS-LS4-1,evolution,"NGSS.SEP.7, NGSS.DCI.LS4, NGSS.CCC.7"
Science,Grade 7,Which two are renewable energy sources?,Select renewable energy,MultipleSelect,solar,wind,hydroelectric,coal,"[A,B,C]",292,1,MS-ESS3-1,energy resources,"NGSS.SEP.6, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 7,Which describe natural selection?,Select natural selection,MultipleSelect,variation in population,inheritance,differential survival,random only,"[A,B,C]",290,2,MS-LS4-4,natural selection,"NGSS.SEP.7, NGSS.DCI.LS4, NGSS.CCC.2"
Science,Grade 7,Which are forces?,Select force types,MultipleSelect,gravity,friction,magnetic,electric,"[A,B,C,D]",295,1,MS-PS2-1,forces,"NGSS.SEP.2, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 7,In the diagram which two show energy transfer? {sci_ms_g7_q4.png} (Select all that apply),Select energy transfer from diagram,MultipleSelect,path A,path B,path C,path D,"[A,B]",298,2,MS-PS3-2,energy transfer,"NGSS.SEP.4, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 7,Which two are in the atmosphere?,Select atmosphere layers or gases,MultipleSelect,nitrogen,oxygen,troposphere,Earth core,"[A,B,C]",288,2,MS-ESS2-4,atmosphere,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 7,Which affect reaction rate?,Select reaction rate factors,MultipleSelect,temperature,concentration,catalyst,surface area,"[A,B,C,D]",296,2,MS-PS1-4,reaction rate,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 7,Which two are ecosystems?,Select ecosystem types,MultipleSelect,forest,ocean,wetland,concrete slab,"[A,B,C]",300,1,MS-LS2-1,ecosystems,"NGSS.SEP.2, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 7,Which describe the rock cycle?,Select rock cycle processes,MultipleSelect,melting,cooling,weathering,cementation,"[A,B,C,D]",291,2,MS-ESS2-1,rock cycle,"NGSS.SEP.6, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 7,Which two are electromagnetic waves?,Select EM waves,MultipleSelect,visible light,radio,X-rays,gamma,"[A,B,C,D]",294,1,MS-PS4-2,electromagnetic spectrum,"NGSS.SEP.2, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 7,Which show genetic variation?,Select genetic variation sources,MultipleSelect,mutation,sexual reproduction,cloning only,identical twins,"[A,B]",302,2,MS-LS3-2,genetics,"NGSS.SEP.4, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 8,Which two are states of matter?,Select states of matter,MultipleSelect,solid,liquid,gas,plasma,"[A,B,C]",308,1,MS-PS1-1,matter,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 8,Which describe Newton laws?,Select Newton laws,MultipleSelect,inertia,F equals ma,action reaction,random motion,"[A,B,C]",306,2,MS-PS2-1,Newton laws,"NGSS.SEP.6, NGSS.DCI.PS2, NGSS.CCC.2"
Science,Grade 8,Which are human impacts on Earth?,Select human impacts,MultipleSelect,deforestation,pollution,climate change,volcanic only,"[A,B,C]",312,2,MS-ESS3-3,human impact,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 8,From the diagram which two represent the carbon cycle? {sci_ms_g8_q4.png} (Select all that apply),Select carbon cycle from diagram,MultipleSelect,process A,process B,process C,process D,"[A,B]",315,2,MS-LS2-3,carbon cycle,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.5"
Science,Grade 8,Which two are in DNA?,Select DNA components,MultipleSelect,adenine,guanine,cytosine,thymine,"[A,B,C,D]",304,2,MS-LS3-1,DNA,"NGSS.SEP.2, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 8,Which affect biodiversity?,Select biodiversity factors,MultipleSelect,habitat loss,invasive species,pollution,random event only,"[A,B,C]",318,2,MS-LS2-4,biodiversity,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 8,Which two show energy transformation?,Select energy transformation,MultipleSelect,chemical to kinetic,solar to chemical,potential to kinetic,static only,"[A,B,C]",310,2,MS-PS3-5,energy transformation,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 8,Which are properties of waves?,Select wave properties,MultipleSelect,wavelength,frequency,amplitude,speed,"[A,B,C,D]",320,1,MS-PS4-1,wave properties,"NGSS.SEP.2, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 8,Which two cause seasons?,Select cause of seasons,MultipleSelect,tilt of Earth,orbit around sun,distance variation,rotation only,"[A,B]",305,2,MS-ESS1-1,seasons,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.2"
Science,Grade 8,Which describe engineering design?,Select engineering design,MultipleSelect,define problem,brainstorm solutions,test and improve,ignore constraints,"[A,B,C]",322,2,MS-ETS1-1,engineering design,"NGSS.SEP.1, NGSS.DCI.ETS1, NGSS.CCC.4"
Science,Grade 9,Which two are in the periodic table?,Select periodic table info,MultipleSelect,atomic number,symbol,element color only,price,"[A,B]",325,1,HS-PS1-1,periodic table,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.4"
Science,Grade 9,Which describe ecosystems?,Select ecosystem concepts,MultipleSelect,producers,consumers,decomposers,abiotic factors,"[A,B,C,D]",322,2,HS-LS2-1,ecosystems,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 9,In the diagram which two show tectonic boundaries? {sci_ms_g9_q3.png} (Select all that apply),Select tectonic boundaries from diagram,MultipleSelect,convergent,divergent,transform,static,"[A,B]",328,2,HS-ESS2-1,plate tectonics,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.7"
Science,Grade 9,Which are types of chemical bonds?,Select chemical bonds,MultipleSelect,ionic,covalent,metallic,gravitational only,"[A,B,C]",320,2,HS-PS1-2,chemical bonding,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.6"
Science,Grade 9,Which two affect climate change?,Select climate change factors,MultipleSelect,greenhouse gas increase,deforestation,ocean acidification,single storm,"[A,B,C]",332,2,HS-ESS3-5,climate change,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 9,Which describe cell division?,Select cell division,MultipleSelect,mitosis,meiosis,DNA replication,random split,"[A,B,C]",327,2,HS-LS1-4,cell division,"NGSS.SEP.6, NGSS.DCI.LS1, NGSS.CCC.4"
Science,Grade 9,Which two are conservation laws?,Select conservation laws,MultipleSelect,conservation of mass,conservation of energy,creation of matter,perpetual motion,"[A,B]",324,2,HS-PS1-7,conservation,"NGSS.SEP.5, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 9,Which are evidence for Big Bang?,Select Big Bang evidence,MultipleSelect,cosmic microwave background,redshift,abundance of light elements,static universe,"[A,B,C]",330,2,HS-ESS1-2,cosmology,"NGSS.SEP.4, NGSS.DCI.ESS1, NGSS.CCC.7"
Science,Grade 9,Which two describe acids and bases?,Select acids and bases,MultipleSelect,pH scale,neutralization,color only,taste only,"[A,B]",335,1,HS-PS1-2,acids and bases,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.2"
Science,Grade 9,Which affect gene expression?,Select gene expression,MultipleSelect,environment,transcription factors,epigenetics,random only,"[A,B,C]",338,2,HS-LS3-1,gene expression,"NGSS.SEP.6, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 10,Which two are in the cell cycle?,Select cell cycle phases,MultipleSelect,interphase,mitosis,cytokinesis,rest only,"[A,B,C]",342,2,HS-LS1-4,cell cycle,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.4"
Science,Grade 10,Which describe thermodynamics?,Select thermodynamics,MultipleSelect,first law,second law,entropy,perpetual motion,"[A,B,C]",340,2,HS-PS3-1,thermodynamics,"NGSS.SEP.6, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 10,From the diagram which two show ecological relationships? {sci_ms_g10_q3.png} (Select all that apply),Select ecological relationships from diagram,MultipleSelect,predation,symbiosis,competition,isolated,"[A,B,C]",345,2,HS-LS2-6,ecological relationships,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 10,Which are types of radiation?,Select radiation types,MultipleSelect,alpha,beta,gamma,visible only,"[A,B,C]",338,2,HS-PS1-8,nuclear radiation,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 10,Which two support evolution?,Select evolution evidence,MultipleSelect,fossil record,molecular homology,biogeography,single specimen,"[A,B,C]",348,2,HS-LS4-1,evolution,"NGSS.SEP.7, NGSS.DCI.LS4, NGSS.CCC.7"
Science,Grade 10,Which affect enzyme activity?,Select enzyme factors,MultipleSelect,temperature,pH,substrate concentration,inhibitors,"[A,B,C,D]",346,2,HS-LS1-6,enzymes,"NGSS.SEP.3, NGSS.DCI.LS1, NGSS.CCC.2"
Science,Grade 10,Which two are in Earth systems?,Select Earth systems,MultipleSelect,geosphere,hydrosphere,biosphere,atmosphere,"[A,B,C,D]",341,1,HS-ESS2-4,Earth systems,"NGSS.SEP.2, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 10,Which describe electric circuits?,Select circuit concepts,MultipleSelect,voltage,current,resistance,power,"[A,B,C,D]",344,2,HS-PS2-5,electric circuits,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 10,Which two are renewable?,Select renewable resources,MultipleSelect,solar,geothermal,wind,uranium,"[A,B,C]",350,1,HS-ESS3-1,energy resources,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 10,Which show sustainable practices?,Select sustainability,MultipleSelect,renewable energy,recycling,conservation,overfishing,"[A,B,C]",343,2,HS-ESS3-4,sustainability,"NGSS.SEP.8, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 11,Which two describe quantum mechanics?,Select quantum concepts,MultipleSelect,wave-particle duality,uncertainty principle,classical path only,deterministic only,"[A,B]",348,2,HS-PS4-1,quantum,"NGSS.SEP.6, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 11,Which are in cellular respiration?,Select cellular respiration,MultipleSelect,glycolysis,Krebs cycle,electron transport,photosynthesis only,"[A,B,C]",348,2,HS-LS1-7,cellular respiration,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.5"
Science,Grade 11,In the diagram which two show protein structure? {sci_ms_g11_q3.png} (Select all that apply),Select protein structure from diagram,MultipleSelect,primary,secondary,tertiary,quaternary,"[A,B,C,D]",350,2,HS-LS1-1,protein structure,"NGSS.SEP.4, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 11,Which describe climate models?,Select climate modeling,MultipleSelect,input parameters,feedback loops,predictions,random only,"[A,B,C]",348,2,HS-ESS3-5,climate models,"NGSS.SEP.5, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 11,Which two are in the nitrogen cycle?,Select nitrogen cycle,MultipleSelect,nitrification,denitrification,fixation,combustion only,"[A,B,C]",350,2,HS-LS2-3,nitrogen cycle,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.5"
Science,Grade 11,Which affect reaction equilibrium?,Select equilibrium factors,MultipleSelect,temperature,pressure,concentration,catalyst,"[A,B,C,D]",360,2,HS-PS1-6,chemical equilibrium,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.7"
Science,Grade 11,Which two describe relativity?,Select relativity,MultipleSelect,time dilation,length contraction,mass increase,absolute time,"[A,B,C]",348,2,HS-PS2-4,relativity,"NGSS.SEP.7, NGSS.DCI.PS2, NGSS.CCC.1"
Science,Grade 11,Which are in genetic engineering?,Select genetic engineering,MultipleSelect,recombinant DNA,CRISPR,cloning,random mutation only,"[A,B,C]",350,2,HS-LS3-2,genetic engineering,"NGSS.SEP.1, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 11,Which two show biodiversity importance?,Select biodiversity value,MultipleSelect,ecosystem services,medicine source,food security,single crop only,"[A,B,C]",357,2,HS-LS2-7,biodiversity,"NGSS.SEP.8, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 11,Which describe ocean systems?,Select ocean systems,MultipleSelect,thermohaline circulation,upwelling,carbon sink,static only,"[A,B,C]",350,2,HS-ESS2-6,ocean systems,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 12,Which two are in the immune system?,Select immune components,MultipleSelect,T cells,B cells,antibodies,red blood cells only,"[A,B,C]",350,2,HS-LS1-2,immune system,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 12,Which describe climate change impacts?,Select climate impacts,MultipleSelect,sea level rise,extreme weather,biodiversity loss,single event,"[A,B,C]",350,2,HS-ESS3-5,climate impacts,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 12,From the diagram which two show the carbon cycle? {sci_ms_g12_q3.png} (Select all that apply),Select carbon cycle processes from diagram,MultipleSelect,photosynthesis,respiration,combustion,decomposition,"[A,B,C,D]",350,2,HS-LS2-5,carbon cycle,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.5"
Science,Grade 12,Which are in nuclear reactions?,Select nuclear reactions,MultipleSelect,fission,fusion,radioactive decay,chemical only,"[A,B,C]",350,2,HS-PS1-8,nuclear physics,"NGSS.SEP.6, NGSS.DCI.PS1, NGSS.CCC.5"
